0	0
1	1
2	0
3	1
4	1
5	0
6	0
7	0
8	1
9	0
10	1
11	0
12	1
13	1
14	1
15	1
16	1
17	0
18	1
19	1
20	1
21	1
22	1
23	1
24	1
25	1
26	1
27	1
28	1
29	0
30	0
31	0
32	0
33	0
34	0
35	1
36	1
37	1
38	0
39	0
40	1
41	0
42	0
43	1
44	0
45	0
46	0
47	0
48	1
49	0
50	0
51	0
52	1
53	0
54	0
55	0
56	1
57	1
58	1
59	1
60	0
61	0
62	0
63	0
64	0
65	1
66	0
67	0
68	0
69	0
70	0
71	1
72	0
73	0
74	0
75	0
76	1
77	0
78	0
79	1
80	0
81	0
82	0
83	0
84	0
85	0
86	1
87	0
88	0
89	1
90	0
91	0
92	0
93	0
94	0
95	1
96	0
97	1
98	1
99	1
100	0
101	0
102	0
103	0
104	0
105	0
106	1
107	0
108	1
109	0
110	0
111	0
112	0
113	0
114	1
115	1
116	0
117	1
118	1
119	0
120	1
121	0
122	0
123	0
124	0
125	0
126	1
127	1
128	0
129	1
130	0
131	1
132	0
133	0
134	0
135	1
136	0
137	0
138	0
139	0
140	1
141	0
142	0
143	0
144	1
145	1
146	0
147	1
148	0
149	1
150	0
151	1
152	0
153	0
154	0
155	0
156	0
157	0
158	1
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	1
169	1
170	0
171	0
172	1
173	0
174	0
175	0
176	0
177	0
178	0
179	1
180	0
181	1
182	0
183	0
184	0
185	1
186	0
187	0
188	0
189	1
190	1
191	0
192	1
193	1
194	0
195	1
196	1
197	0
198	0
199	1
200	0
201	0
202	0
203	0
204	1
205	0
206	0
207	0
208	0
209	1
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	1
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	1
229	0
230	1
231	1
232	1
233	0
234	0
235	1
236	1
237	0
238	0
239	0
240	0
241	1
242	0
243	1
244	1
245	0
246	0
247	1
248	1
249	0
250	0
251	0
252	0
253	1
254	1
255	0
256	0
257	0
258	0
259	0
260	0
261	1
262	1
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	0
273	0
274	0
275	1
276	1
277	1
278	0
279	0
280	0
281	1
282	1
283	0
284	0
285	0
286	0
287	0
288	1
289	0
290	1
291	0
292	0
293	0
294	1
295	1
296	0
297	0
298	0
299	0
300	0
301	0
302	0
303	0
304	0
305	0
306	0
307	0
308	1
309	0
310	1
311	1
312	0
313	0
314	0
315	0
316	1
317	0
318	0
319	0
320	0
321	1
322	0
323	0
324	0
325	0
326	0
327	0
328	0
329	1
330	0
331	0
332	0
333	0
334	1
335	0
336	0
337	0
338	0
339	1
340	0
341	1
342	0
343	1
344	0
345	1
346	0
347	1
348	1
349	1
350	1
351	0
352	0
353	1
354	1
355	1
356	0
357	0
358	0
359	0
360	0
361	0
362	0
363	1
364	1
365	1
366	0
367	0
368	0
369	0
370	0
371	0
372	0
373	1
374	0
375	0
376	0
377	0
378	0
379	1
380	0
381	0
382	1
383	0
384	0
385	1
386	1
387	0
388	1
389	0
390	0
391	1
392	1
393	1
394	1
395	0
396	0
397	0
398	0
399	1
400	0
401	1
402	0
403	0
404	1
405	0
406	0
407	0
408	1
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	1
440	1
441	0
442	1
443	0
444	0
445	0
446	1
447	1
448	1
449	0
450	0
451	0
452	1
453	0
454	0
455	0
456	0
457	0
458	0
459	1
460	1
461	0
462	0
463	1
464	0
465	1
466	0
467	1
468	0
469	1
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	1
482	0
483	0
484	0
485	0
486	1
487	1
488	1
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	1
501	1
502	0
503	0
504	0
505	1
506	0
507	0
508	0
509	0
510	0
511	1
512	0
513	0
514	1
515	0
516	0
517	0
518	0
519	0
520	1
521	0
522	0
523	1
524	1
525	0
526	0
527	0
528	0
529	1
530	1
531	1
532	1
533	1
534	0
535	0
536	1
537	1
538	0
539	1
540	0
541	0
542	0
543	0
544	0
545	0
546	1
547	0
548	0
549	0
550	0
551	0
552	1
553	0
554	0
555	1
556	1
557	0
558	0
559	0
560	0
561	0
562	0
563	0
564	0
565	0
566	1
567	1
568	1
569	1
570	0
571	0
572	0
573	0
574	0
575	0
576	1
577	1
578	0
579	1
580	1
581	0
582	0
583	1
584	0
585	0
586	0
587	0
588	1
589	0
590	0
591	1
592	1
593	1
594	0
595	0
596	0
597	0
598	0
599	0
600	0
601	0
602	0
603	0
604	0
605	0
606	0
607	0
608	1
609	0
610	0
611	1
612	1
613	0
614	1
615	0
616	1
617	0
618	1
619	1
620	1
621	0
622	1
623	1
624	1
625	1
626	0
627	0
628	1
629	1
630	0
631	1
632	1
633	0
634	1
635	0
636	1
637	0
638	0
639	0
640	1
641	1
642	0
643	0
644	0
645	0
646	0
647	0
648	1
649	1
650	0
651	0
652	1
653	1
654	0
655	0
656	0
657	1
658	1
659	1
660	0
661	0
662	1
663	0
664	0
665	1
666	0
667	1
668	0
669	0
670	1
671	1
672	0
673	0
674	0
675	0
676	1
677	0
678	0
679	0
680	0
681	0
682	1
683	0
684	0
685	0
686	0
687	0
688	0
689	0
690	0
691	0
692	0
693	1
694	0
695	1
696	0
697	0
698	0
699	0
700	1
701	0
702	1
703	0
704	0
705	1
706	1
707	0
708	1
709	0
710	1
711	1
712	1
713	0
714	0
715	0
716	1
717	1
718	1
719	1
720	1
721	0
722	1
723	1
724	0
725	0
726	0
727	0
728	1
729	0
730	1
731	1
732	0
733	0
734	0
735	0
736	0
737	0
738	0
739	0
740	0
741	0
742	0
743	0
744	0
745	1
746	0
747	0
748	0
749	0
750	0
751	0
752	1
753	0
754	0
755	0
756	1
757	0
758	0
759	1
760	0
761	0
762	0
763	0
764	1
765	0
766	0
767	1
768	1
769	0
770	1
771	1
772	0
773	1
774	0
775	1
776	0
777	1
778	0
779	0
780	1
781	0
782	0
783	0
784	0
785	1
786	0
787	0
788	0
789	0
790	0
791	0
792	1
793	0
794	0
795	0
796	0
797	0
798	1
799	1
800	0
801	0
802	1
803	0
804	0
805	0
806	0
807	0
808	0
809	1
810	0
811	0
812	1
813	0
814	1
815	0
816	0
817	0
818	0
819	0
820	0
821	1
822	0
823	0
824	0
825	0
826	0
827	0
828	0
829	0
830	0
831	0
832	0
833	0
834	0
835	1
836	0
837	1
838	1
839	1
840	0
841	0
842	0
843	0
844	0
845	0
846	0
847	0
848	0
849	0
850	1
851	0
852	1
853	0
854	0
855	1
856	1
857	0
858	0
859	1
860	0
861	0
862	0
863	0
864	0
865	0
866	0
867	0
868	0
869	0
870	0
871	0
872	0
873	0
874	0
875	0
876	0
877	0
878	0
879	1
880	0
881	1
882	1
883	0
884	1
885	1
886	0
887	0
888	0
889	1
890	0
891	0
892	0
893	0
894	0
895	0
896	0
897	1
898	1
899	0
900	0
901	1
902	0
903	0
904	0
905	0
906	1
907	0
908	0
909	0
910	0
911	1
912	0
913	1
914	0
915	0
916	0
917	0
918	0
919	1
920	1
921	0
922	1
923	0
924	0
925	1
926	0
927	0
928	1
929	0
930	0
931	0
932	0
933	0
934	0
935	0
936	1
937	1
938	0
939	0
940	0
941	0
942	0
943	0
944	0
945	0
946	0
947	0
948	0
949	0
950	1
951	1
952	0
953	1
954	0
955	0
956	1
957	0
958	0
959	0
960	0
961	0
962	0
963	0
964	0
965	0
966	0
967	0
968	0
969	0
970	0
971	0
972	0
973	1
974	0
975	0
976	0
977	0
978	0
979	0
980	0
981	0
982	0
983	0
984	1
985	0
986	0
987	1
988	1
989	0
990	0
991	0
992	0
993	0
994	0
995	1
996	0
997	0
998	1
999	1
1000	0
1001	0
1002	0
1003	0
1004	0
1005	0
1006	0
1007	0
1008	0
1009	0
1010	0
1011	1
1012	1
1013	1
1014	0
1015	0
1016	0
1017	1
1018	1
1019	1
1020	0
1021	0
1022	0
1023	0
1024	1
1025	1
1026	0
1027	0
1028	0
1029	0
1030	0
1031	0
1032	0
1033	0
1034	0
1035	0
1036	0
1037	0
1038	0
1039	0
1040	0
1041	1
1042	0
1043	0
1044	1
1045	0
1046	0
1047	0
1048	1
1049	0
1050	0
1051	0
1052	0
1053	0
1054	0
1055	0
1056	0
1057	0
1058	1
1059	0
1060	0
1061	0
